epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202016,2020-04-18,32,TO,Palmas,1721000,city,23,7.50908,1,1,0,0.0435,306296,False,False
202016,2020-04-17,31,TO,Palmas,1721000,city,22,7.18259,1,1,0,0.0455,306296,False,False
202016,2020-04-16,30,TO,Palmas,1721000,city,21,6.85611,2,1,0,0.0476,306296,False,False
202016,2020-04-15,29,TO,Palmas,1721000,city,19,6.20315,2,1,1,0.0526,306296,False,False
202016,2020-04-14,28,TO,Palmas,1721000,city,17,5.55019,1,0,0,0.0,306296,False,False
202016,2020-04-13,27,TO,Palmas,1721000,city,16,5.22371,0,0,0,0.0,306296,False,False
202016,2020-04-12,26,TO,Palmas,1721000,city,16,5.22371,1,0,0,0.0,306296,False,False
202015,2020-04-11,25,TO,Palmas,1721000,city,15,4.89722,0,0,0,0.0,306296,False,False
202015,2020-04-10,24,TO,Palmas,1721000,city,15,4.89722,0,0,0,0.0,306296,False,False
202015,2020-04-09,23,TO,Palmas,1721000,city,15,4.89722,0,0,0,0.0,306296,False,False
202015,2020-04-08,22,TO,Palmas,1721000,city,15,4.89722,2,0,0,0.0,306296,False,False
202015,2020-04-07,21,TO,Palmas,1721000,city,13,4.24426,0,0,0,0.0,306296,False,False
202015,2020-04-06,20,TO,Palmas,1721000,city,13,4.24426,1,0,0,0.0,306296,False,False
202015,2020-04-05,19,TO,Palmas,1721000,city,12,3.91778,1,0,0,0.0,306296,False,False
202014,2020-04-04,18,TO,Palmas,1721000,city,11,3.5913,1,0,0,0.0,306296,False,False
202014,2020-04-03,17,TO,Palmas,1721000,city,10,3.26482,1,0,0,0.0,306296,False,False
202014,2020-04-02,16,TO,Palmas,1721000,city,9,2.93833,0,0,0,0.0,306296,False,False
202014,2020-04-01,15,TO,Palmas,1721000,city,9,2.93833,0,0,0,0.0,306296,False,False
202014,2020-03-31,14,TO,Palmas,1721000,city,9,2.93833,0,0,0,0.0,306296,False,False
202014,2020-03-30,13,TO,Palmas,1721000,city,9,2.93833,0,0,0,0.0,306296,False,False
202014,2020-03-29,12,TO,Palmas,1721000,city,9,2.93833,1,0,0,0.0,306296,False,False
202013,2020-03-28,11,TO,Palmas,1721000,city,8,2.61185,0,0,0,0.0,306296,False,False
202013,2020-03-27,10,TO,Palmas,1721000,city,8,2.61185,0,0,0,0.0,306296,False,False
202013,2020-03-26,9,TO,Palmas,1721000,city,8,2.61185,1,0,0,0.0,306296,False,False
202013,2020-03-25,8,TO,Palmas,1721000,city,7,2.28537,0,0,0,0.0,306296,False,False
202013,2020-03-24,7,TO,Palmas,1721000,city,7,2.28537,0,0,0,0.0,306296,False,False
202013,2020-03-23,6,TO,Palmas,1721000,city,7,2.28537,2,0,0,0.0,306296,False,False
202013,2020-03-22,5,TO,Palmas,1721000,city,5,1.63241,3,0,0,0.0,306296,False,False
202012,2020-03-21,4,TO,Palmas,1721000,city,2,0.65296,1,0,0,0.0,306296,False,False
202012,2020-03-20,3,TO,Palmas,1721000,city,1,0.32648,0,0,0,0.0,306296,False,False
202012,2020-03-19,2,TO,Palmas,1721000,city,1,0.32648,0,0,0,0.0,306296,False,False
202012,2020-03-18,1,TO,Palmas,1721000,city,1,0.32648,1,0,0,0.0,306296,False,False
